faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
19,41,238,0.22744,3576.6,4549.9,9.2991,26.905,42.131,2709.2,74.957,120.39,0.34694,80.072,48.934,2637.0,25.042,48.323,3109.1,23.617,65.778,232.9,340.15,94.923,77.093,32.132,8.6174,26.269,7.0872,19.082,1.6698,32.423,13.928,23.846,1.3313,18.747,2.2857,4.8065,2.3523,0.028893,0.83416,0.12001,53.502,44.221,61.412,54.349,21.976,61.265,23.46,41.562,34.963,42.654,48.518,40.712,16.543
19,29,205,0.24899,3657.5,4510.4,9.4123,26.53,42.422,2707.1,74.919,120.4,0.36304,79.611,50.132,2636.6,25.007,48.933,3102.7,24.277,65.608,227.16,342.27,94.763,77.096,32.35,8.7985,26.259,6.7986,18.177,1.623,32.904,13.83,23.82,1.2217,18.885,2.2741,4.9154,2.3204,0.019444,0.81424,0.10232,53.963,43.904,62.978,54.775,24.346,62.074,21.02,42.737,38.489,44.064,47.074,40.64,15.003
4,62,70,0.25743,3660.4,4542.0,9.2033,26.674,42.213,2702.2,74.724,120.39,0.31258,79.924,48.055,2631.0,26.216,48.388,3098.0,23.349,65.511,225.3,341.45,94.737,77.058,32.214,8.8012,26.707,6.7981,18.421,1.6481,32.831,13.961,23.502,1.1167,18.59,2.2271,4.8075,2.3683,0.0083095,0.84484,0.093235,53.187,44.165,63.199,54.217,25.689,63.587,22.278,36.634,32.377,42.803,46.777,44.803,17.231
2,21,411,0.24491,3733.1,4732.2,9.7891,26.306,42.522,2710.9,74.808,120.36,0.66581,80.838,50.691,2639.6,22.701,51.131,3107.5,22.585,62.794,130.9,345.13,94.37,78.998,32.706,8.7615,27.075,6.8946,18.736,1.004,32.657,13.801,24.492,1.3978,18.065,1.4115,4.9934,2.4048,0.031024,0.80482,0.052767,54.382,43.823,63.606,56.812,23.715,60.931,22.3,78.474,40.133,49.151,24.863,40.917,17.741
15,70,365,0.23929,3684.4,4516.7,9.4238,26.98,42.083,2697.5,74.3,120.39,0.33795,79.805,48.253,2625.7,25.256,50.416,3096.4,23.157,65.754,232.45,341.82,94.593,76.933,32.262,8.7785,26.462,7.0476,18.655,1.6641,33.523,13.923,23.304,1.3491,18.277,2.2735,4.8089,2.2001,0.020498,0.85625,0.10338,53.649,43.344,63.344,53.388,23.973,61.687,21.89,40.846,32.958,47.497,47.599,40.91,17.685
18,38,321,0.0078609,3717.0,4826.6,10.898,26.948,43.412,3000.0,72.058,120.39,0.30329,73.738,49.24,2941.6,23.637,49.479,3347.4,22.925,66.071,350.12,379.01,92.586,76.226,35.821,7.9078,29.882,6.5096,14.372,1.4902,38.95,12.492,28.937,0.70753,11.655,1.989,3.673,1.7856,0.022196,0.53854,0.065749,52.893,44.849,82.872,89.042,4.5948,99.381,100.02,0.0,35.863,45.329,-0.10917,35.058,19.606
12,10,217,0.048555,3744.4,4786.6,9.3388,26.96,42.036,2794.0,78.14,120.37,0.2744,76.315,49.334,2726.6,23.905,51.337,3170.5,22.764,62.81,201.14,354.48,94.545,75.35,32.942,8.4967,28.704,6.8713,16.416,1.5794,34.282,13.245,27.715,1.0764,15.487,2.1025,4.1169,1.9978,0.0094029,0.65058,0.083463,52.934,44.499,63.595,56.909,4.822,61.831,28.039,30.409,36.139,49.629,36.953,40.544,20.045
3,12,272,0.23644,3634.4,4500.7,9.1744,26.889,41.968,2690.8,75.439,120.4,0.34015,80.214,50.155,2618.6,26.939,50.53,3091.3,22.573,65.982,232.38,337.77,94.674,76.825,31.804,8.8496,26.471,7.1468,19.481,1.6681,32.712,13.824,23.535,1.4003,18.726,2.236,4.8074,2.2643,0.011203,0.84111,0.096248,53.449,43.254,62.795,54.396,23.195,61.143,21.25,40.393,38.555,47.76,48.234,40.447,19.079
13,23,46,0.26181,3716.2,4430.8,9.3461,27.011,42.56,2670.0,75.28,120.39,0.33619,80.87,49.646,2597.9,24.521,49.399,3070.2,22.845,66.268,228.8,338.39,94.432,77.636,31.65,8.7976,25.98,6.9483,18.376,1.6056,33.125,13.992,23.756,1.2769,18.623,2.2633,4.9236,2.3329,0.031714,0.85361,0.088855,52.823,44.348,63.244,53.668,25.706,61.221,20.879,40.172,37.059,45.143,48.072,41.484,18.28
18,63,104,0.39512,3530.5,4275.2,9.2772,26.769,42.089,2615.2,72.374,120.45,0.39756,81.768,48.937,2538.0,25.214,51.101,3027.4,24.035,66.289,214.13,323.35,95.494,76.565,31.792,9.2091,24.942,7.1098,20.066,1.7534,32.683,14.071,21.275,1.5078,20.891,2.2994,4.9977,2.4002,0.027988,0.80068,0.088303,53.596,43.777,61.836,51.45,38.948,59.656,16.533,49.364,34.973,49.082,43.882,39.823,17.456
4,77,435,0.26829,3672.2,4489.0,9.4245,26.889,42.262,2702.0,75.578,120.41,0.32203,80.469,49.026,2631.1,25.841,50.708,3100.9,23.649,65.671,222.5,339.93,94.503,77.467,32.181,8.9213,26.078,7.0102,18.783,1.6593,32.929,13.841,23.568,1.2075,19.054,2.2983,4.951,2.3216,0.010135,0.83634,0.084772,54.151,43.628,63.64,53.535,26.083,60.689,21.792,36.698,35.235,48.173,45.619,44.82,16.364
1,33,6,0.28086,3705.8,4508.9,9.4234,26.833,42.349,2705.1,74.945,120.41,0.36229,80.141,50.148,2634.0,24.37,51.098,3102.1,22.697,65.689,231.99,341.73,94.413,77.572,32.1,8.9854,26.384,6.7704,19.244,1.6557,32.991,13.871,23.9,1.2282,18.304,2.2387,4.7988,2.3744,0.028178,0.83268,0.087816,54.106,43.683,62.749,53.828,27.803,60.883,22.04,43.658,38.537,49.075,47.304,41.488,18.706
19,28,75,0.27307,3687.7,4492.2,9.4154,27.023,42.473,2696.8,74.665,120.44,0.33988,80.435,50.425,2626.2,25.947,50.387,3093.3,23.068,65.767,229.04,341.02,94.543,77.368,32.45,8.8547,25.887,6.7536,18.859,1.6708,32.985,13.815,23.597,1.0116,18.888,2.2742,4.9746,2.3459,0.036403,0.8389,0.11191,54.065,44.532,63.991,53.961,26.568,61.535,20.46,39.941,39.35,47.429,48.26,42.051,17.844
4,75,65,0.30485,3622.3,4548.5,9.2769,26.996,42.252,2693.6,74.846,120.42,0.31015,80.258,50.413,2620.9,24.07,51.068,3094.2,22.53,65.757,226.79,338.07,94.68,77.375,32.005,8.7422,26.144,6.8646,19.695,1.6645,32.692,13.876,23.54,1.3087,18.689,2.266,4.8798,2.3376,0.022567,0.84435,0.08637,53.062,43.227,62.865,53.949,30.122,60.555,21.402,37.463,39.315,49.005,46.984,44.704,19.166
7,20,361,0.20843,3687.2,4579.6,9.479,26.955,41.842,2730.5,75.376,120.41,0.34036,79.631,49.114,2659.5,26.056,50.406,3126.4,23.61,65.236,223.12,343.22,94.485,77.331,32.244,8.8259,26.913,6.8983,18.518,1.6372,32.896,13.59,25.137,1.218,17.971,2.2515,4.7287,2.2125,0.021119,0.82454,0.096622,53.781,45.191,63.097,54.734,20.324,75.277,23.004,40.259,35.494,47.473,45.341,41.228,16.538
8,74,181,0.76493,3643.9,4358.5,9.0685,26.768,42.418,2712.0,74.867,120.44,0.40337,81.06,50.569,2634.9,26.214,50.404,3140.5,23.477,63.644,182.21,315.32,94.956,77.572,29.732,8.8026,27.251,6.8955,20.906,1.5071,28.736,13.632,26.042,1.3495,21.074,2.025,5.0033,2.3575,0.037178,1.1068,0.090928,53.604,43.923,63.088,52.438,74.966,59.58,16.12,51.288,39.774,47.469,37.028,40.662,16.927
17,80,136,0.22061,3659.1,4551.3,9.3465,27.2,42.537,2713.6,74.802,120.61,0.33151,79.857,50.49,2642.3,24.187,52.192,3106.4,22.991,66.519,250.65,345.1,83.75,77.561,32.348,8.7257,26.566,6.8243,18.143,1.6652,33.605,13.698,24.149,1.2739,18.167,2.2371,4.9007,2.2702,0.0062602,0.78311,0.098982,52.575,44.364,63.218,54.326,21.999,62.933,23.23,39.58,39.543,51.606,52.389,50.805,17.925
16,35,448,0.19832,3629.6,4467.0,9.5894,26.694,42.129,2709.8,74.104,120.41,0.34345,80.158,50.001,2639.4,23.384,50.618,3104.4,23.136,66.001,229.24,344.21,94.591,77.5,32.857,8.8076,26.436,6.9115,18.77,1.6065,33.143,13.745,24.119,1.1741,18.276,2.2661,4.9217,2.3387,0.019189,0.81407,0.083894,54.53,43.741,62.465,53.555,19.388,61.243,22.814,40.187,38.103,47.965,52.215,40.8,17.558
3,58,353,0.23259,3660.4,4525.6,9.2597,27.24,42.013,2702.0,74.783,120.45,0.35778,80.166,50.35,2630.2,23.746,48.995,3097.2,22.69,65.753,229.02,342.74,94.539,77.448,32.34,9.0416,26.431,6.8775,19.117,1.6828,33.43,13.743,23.586,1.168,18.412,2.2316,4.8623,2.29,0.016084,0.83213,0.082489,53.961,43.409,64.479,54.521,23.075,63.23,22.498,41.891,39.129,44.207,46.764,41.622,18.648
4,21,453,0.31001,3611.6,4510.5,9.285,26.956,42.314,2691.8,74.687,120.36,0.36775,80.194,51.186,2619.2,26.769,50.765,3092.1,22.633,66.062,237.05,339.06,94.823,76.882,31.956,9.0017,26.637,7.1759,19.105,1.7037,32.462,13.937,23.278,1.3484,18.857,2.2736,4.9216,2.2923,0.014251,0.87824,0.085291,53.88,44.52,62.634,54.032,30.563,61.074,21.22,43.841,41.591,48.305,49.849,43.941,18.979
10,23,492,0.1926,3651.2,4546.5,9.4719,26.971,42.613,2719.7,74.315,120.39,0.33373,79.736,50.255,2649.4,26.452,49.944,3112.6,23.125,66.04,253.83,346.08,94.471,77.056,32.578,8.6951,26.267,6.7616,18.239,1.7101,33.608,13.769,24.232,1.2034,18.207,2.2356,4.7422,2.238,0.0073517,0.84602,0.081748,53.107,44.647,63.528,54.262,19.022,61.767,23.389,39.163,38.852,46.405,52.976,40.668,17.628
7,20,201,0.29813,3625.1,4463.4,8.8696,26.64,41.927,2676.6,76.726,120.38,0.32176,80.428,50.746,2601.8,27.183,50.576,3087.2,24.088,64.868,196.65,326.7,95.249,76.697,30.686,8.9769,26.408,6.9262,19.8,1.6436,30.532,13.851,24.236,1.3868,19.806,2.2792,4.9459,2.3252,0.014334,0.88335,0.089847,54.28,42.868,62.816,53.901,29.293,74.106,18.277,39.656,40.295,47.867,39.209,38.722,15.625
9,22,10,0.25958,3644.3,4493.4,9.3664,26.67,42.055,2707.1,75.193,120.4,0.33178,80.114,49.917,2635.2,24.69,50.707,3102.6,23.621,65.701,231.5,341.36,94.658,77.713,32.143,8.9983,26.315,6.7239,18.448,1.6794,33.119,13.845,23.849,1.2398,18.601,2.2632,4.9099,2.3246,0.0092827,0.82231,0.10815,54.392,43.65,62.327,53.855,25.683,62.131,22.412,39.619,37.856,48.17,47.345,41.339,16.497
14,9,217,0.26313,3654.2,4462.9,9.3187,26.984,42.364,2695.5,74.096,120.19,0.34198,80.145,50.295,2623.5,25.812,49.495,3090.7,22.599,66.396,244.68,341.84,96.072,77.259,32.609,8.9245,25.899,6.6409,18.729,1.6645,33.02,13.645,23.439,1.1418,19.435,2.2731,4.8965,2.3411,0.020539,0.8126,0.089866,53.764,44.048,62.588,54.112,25.812,60.8,22.1,40.178,38.969,45.364,51.323,35.066,18.978
9,3,448,0.23542,3714.7,4508.5,9.2717,27.259,42.12,2702.1,75.389,120.41,0.30977,80.486,49.972,2630.8,25.514,51.277,3101.7,23.046,65.574,229.97,339.43,94.446,77.941,32.111,8.9159,25.875,6.9674,18.868,1.6463,32.786,13.931,23.952,1.3947,19.166,2.2502,4.8629,2.4361,0.027063,0.86603,0.096658,53.886,43.898,63.325,53.894,22.66,61.864,22.034,36.699,38.016,49.488,46.906,40.93,17.889
5,66,53,0.34831,3597.8,4377.1,9.0604,26.9,42.053,2634.5,75.094,120.37,0.38618,82.05,50.187,2560.3,26.095,48.606,3041.0,22.196,66.482,206.37,328.54,95.403,77.422,31.673,9.2918,25.373,6.9488,19.399,1.7025,31.93,14.159,21.541,1.4218,20.482,2.3117,5.221,2.4569,0.031597,0.87426,0.090081,54.073,43.587,61.805,52.344,34.285,56.628,18.536,47.917,38.652,43.308,43.836,39.74,21.802
11,67,459,0.27778,3721.1,4506.2,9.4255,26.864,42.702,2707.3,75.997,120.48,0.35106,80.014,49.036,2636.2,26.108,50.366,3104.7,22.949,65.249,216.1,342.15,94.605,77.049,32.795,9.0013,26.311,6.9272,19.015,1.6686,33.055,13.847,23.756,1.1724,18.518,2.2517,4.7806,2.3293,0.014235,0.84265,0.092736,53.324,43.865,63.712,53.842,27.319,60.597,22.196,41.098,35.262,47.382,44.252,44.119,18.139
11,31,500,0.23151,3646.3,4518.8,9.2957,26.799,42.189,2692.4,75.761,120.43,0.33248,80.251,49.862,2620.2,24.549,49.383,3093.4,22.631,65.757,225.58,338.56,94.762,76.805,32.115,8.8492,26.085,6.877,19.642,1.6677,32.825,13.81,23.424,1.2691,18.302,2.2404,4.9203,2.2225,0.012719,0.84184,0.11012,52.935,43.179,63.479,53.987,22.35,62.541,21.148,39.714,37.693,45.106,46.749,39.07,18.944
15,54,402,0.26758,3638.0,4499.9,9.4076,26.968,42.071,2704.2,74.886,120.42,0.35021,80.057,50.144,2633.0,26.426,49.102,3101.6,22.755,65.971,231.28,342.03,94.685,76.7,32.366,8.8167,25.786,7.0064,18.453,1.639,32.954,13.702,23.816,1.3087,18.473,2.244,4.791,2.2974,0.0055423,0.84998,0.10315,53.887,43.703,62.492,53.821,26.355,60.64,22.239,41.935,38.523,44.456,48.95,41.926,18.616
19,56,324,0.21879,3635.5,4487.0,9.4569,26.667,42.3,2704.7,76.092,120.36,0.34039,80.027,50.383,2632.5,25.771,51.132,3103.8,23.459,65.608,227.12,341.06,94.776,76.808,32.283,8.7368,26.582,6.9784,18.354,1.6854,32.812,13.66,24.313,1.2346,18.858,2.2656,4.7708,2.1995,0.020567,0.84202,0.071074,53.677,43.918,63.121,53.898,21.884,61.072,23.102,39.654,39.227,49.154,45.366,39.676,16.938
3,23,116,0.27481,3616.5,4515.0,9.4755,26.853,42.348,2704.5,74.169,120.39,0.34573,80.319,50.691,2633.3,25.591,49.648,3101.9,23.317,65.718,227.3,341.09,94.521,77.711,32.18,8.9029,26.315,6.9814,18.74,1.6261,32.849,13.739,23.986,1.2723,18.639,2.3025,5.0385,2.295,0.026269,0.84205,0.11022,54.027,43.516,62.707,54.365,27.232,62.723,21.985,41.155,40.133,45.719,46.923,40.625,17.148
20,65,298,0.21951,3630.6,4500.6,9.3961,27.14,42.815,2713.5,74.652,120.42,0.32465,80.073,49.503,2632.9,25.219,49.451,3109.5,23.816,65.74,231.03,341.56,94.69,77.234,32.27,8.9945,26.482,6.9074,18.903,1.6974,32.659,13.604,24.115,1.164,18.637,2.2291,4.8229,2.228,0.0042573,0.80391,0.085613,54.302,43.746,63.027,54.179,21.784,63.608,21.285,37.914,36.638,45.264,47.05,42.072,16.038
14,37,35,0.29535,3679.8,4465.0,9.2899,26.676,42.681,2698.3,75.614,120.77,0.34034,80.18,49.711,2626.5,24.645,48.743,3097.4,22.691,65.855,232.93,340.33,94.672,77.202,32.21,8.9078,25.909,6.9404,18.844,1.6124,32.235,14.029,24.138,1.2525,18.767,2.2787,4.7529,2.3342,0.0048577,0.84539,0.10972,53.281,44.146,62.345,54.158,28.728,61.317,21.63,40.361,37.251,43.625,47.781,51.413,18.758
10,73,376,0.32704,3620.2,4411.5,9.4029,27.048,42.744,2709.5,75.009,120.43,0.30771,80.107,50.16,2638.9,23.59,49.363,3103.5,22.268,65.197,252.4,345.31,94.573,77.197,32.606,9.0367,26.11,6.8107,18.615,1.6297,33.079,13.759,23.743,1.2566,18.039,2.2889,4.8288,2.2765,0.019148,0.85827,0.10972,53.86,44.914,63.491,53.329,32.078,61.902,23.351,36.329,38.57,45.061,52.079,41.939,19.705
3,69,252,0.21666,3664.9,4457.1,9.2608,27.212,42.429,2701.2,75.156,120.4,0.32108,80.213,50.388,2628.6,23.878,49.982,3097.6,23.229,65.364,215.97,340.5,94.686,77.424,31.952,8.876,26.364,6.7877,18.636,1.6763,33.056,13.919,23.906,1.3692,19.008,2.2607,4.8112,2.2247,0.0093161,0.83229,0.10151,54.008,43.709,62.462,53.285,21.31,62.054,22.219,38.15,39.242,46.493,44.261,41.141,17.387
3,18,89,0.24694,3615.0,4560.1,9.4299,26.869,42.178,2711.9,73.974,120.43,0.33694,79.864,49.436,2641.2,26.343,50.933,3108.3,22.739,65.752,233.01,342.12,94.756,76.912,32.046,9.0533,26.504,6.9544,18.845,1.671,33.13,13.794,24.281,1.3647,18.134,2.2844,4.8264,2.278,0.013378,0.8573,0.10792,53.175,43.775,63.189,53.534,24.56,61.226,22.424,40.169,36.44,48.694,48.717,41.93,18.671
4,36,25,0.24577,3661.4,4582.5,9.3417,26.728,42.177,2705.9,74.359,120.45,0.36109,80.338,50.174,2635.0,24.195,51.035,3103.6,23.226,66.038,237.12,341.09,94.57,77.537,31.858,8.8413,26.612,6.8074,19.011,1.6606,33.213,13.643,23.74,1.2211,18.779,2.2499,4.8372,2.2877,0.0028021,0.83458,0.099128,54.555,43.894,63.493,54.491,24.144,61.93,22.079,43.12,38.613,48.929,49.564,44.842,17.427
1,55,6,0.20702,3682.5,4484.4,9.3733,26.777,42.457,2699.0,74.286,120.41,0.35207,79.833,52.767,2627.2,25.293,48.681,3097.8,23.289,65.686,230.28,340.66,94.57,77.116,32.373,9.0716,26.444,6.7965,18.877,1.6588,32.305,13.847,24.196,1.3157,18.647,2.2438,4.8738,2.292,0.0080811,0.81921,0.1014,52.91,44.168,63.701,53.268,20.506,62.153,21.561,41.906,46.242,43.481,47.444,41.381,17.337
3,81,26,0.26344,3693.8,4484.4,9.34,26.943,42.42,2690.9,74.885,120.4,0.34507,80.347,48.518,2619.0,25.2,51.653,3090.0,22.47,66.024,235.53,338.97,94.688,77.242,32.333,8.8194,26.347,6.6356,18.709,1.6379,32.876,13.822,23.679,1.2067,18.888,2.3201,4.8399,2.2994,0.032362,0.83377,0.095545,54.354,44.595,63.108,53.743,25.784,60.627,21.334,41.483,33.739,50.36,48.666,41.609,19.265
9,37,60,0.24896,3634.5,4490.1,9.5257,27.194,42.143,2708.7,74.903,120.38,0.32725,80.312,49.622,2638.1,23.538,50.608,3103.2,23.159,66.143,241.08,342.61,94.517,77.501,32.392,8.9281,26.265,6.7144,18.797,1.6401,32.856,13.865,24.059,1.455,18.996,2.282,4.7428,2.238,0.00096194,0.84009,0.084317,53.843,44.204,62.209,53.336,24.743,60.109,22.893,39.689,36.988,47.941,49.88,40.233,17.559
15,29,367,0.21204,3739.3,4513.7,9.3861,26.933,42.388,2721.0,74.652,120.4,0.33029,79.606,51.397,2650.3,26.212,51.355,3112.9,23.431,66.067,244.09,346.77,94.394,77.07,32.497,8.7685,26.321,6.7842,18.29,1.671,33.961,13.808,24.278,1.1585,18.137,2.2299,4.7285,2.2798,0.021596,0.78599,0.080453,54.234,44.22,63.83,54.623,20.777,63.539,23.686,38.462,42.21,49.669,50.382,41.631,16.945
19,64,272,0.25201,3585.4,4525.6,9.2194,27.695,41.943,2709.5,76.223,120.4,0.33606,79.99,51.118,2636.6,26.737,49.219,3106.2,21.412,65.151,222.45,339.62,94.895,77.348,32.154,8.9369,26.696,6.874,19.242,1.6524,32.686,13.68,24.119,1.3405,19.089,2.237,4.858,2.2125,0.03463,0.88387,0.093978,54.027,43.498,62.882,54.457,24.687,60.27,21.837,40.06,41.389,44.725,46.008,40.547,21.961
8,44,410,0.3829,3641.3,4435.5,8.6667,26.685,42.0,2651.5,75.805,120.41,0.28291,80.305,51.161,2579.3,24.926,50.313,3047.5,23.679,66.722,255.61,336.29,95.447,76.726,32.539,9.1565,25.246,6.9367,19.454,1.8959,33.716,14.281,22.089,1.5002,19.102,2.54,4.7556,2.2437,0.009877,0.97786,0.12705,53.412,43.645,63.368,52.458,37.782,55.573,20.784,34.181,41.517,47.259,54.713,39.369,17.346
9,4,97,0.23055,3752.2,4470.9,9.4303,26.919,42.439,2713.4,75.103,120.42,0.33158,80.128,50.567,2642.6,24.736,49.763,3109.4,22.629,65.818,233.53,341.81,94.546,77.252,32.01,8.7515,27.182,6.8747,18.88,1.6181,32.718,13.891,24.83,1.264,18.374,2.2285,4.7444,2.2644,0.014809,0.83408,0.10262,53.225,43.903,63.166,53.655,22.86,59.027,22.719,40.171,39.769,45.985,48.113,41.445,18.882
18,51,423,0.0030447,3805.1,4811.3,10.91,26.884,43.444,3000.0,72.309,120.42,0.26967,74.348,49.178,2942.3,20.85,49.134,3347.0,22.776,66.994,361.87,380.31,92.231,75.176,35.983,7.7277,30.101,6.509,13.489,1.512,39.387,12.417,28.674,0.8255,11.448,2.0341,3.6874,1.8132,0.0091611,0.49745,0.092518,52.902,44.273,81.488,100.0,0.0,100.01,-0.0083568,0.0,35.681,44.531,-0.14057,100.02,22.357
9,57,114,0.22004,3617.6,4497.3,9.372,27.068,42.448,2713.2,74.992,120.42,0.32885,80.027,50.377,2642.5,26.004,50.444,3107.0,23.139,66.02,240.72,344.21,94.682,77.521,32.334,8.9359,26.39,6.6905,18.268,1.6341,33.422,13.647,23.841,1.1356,18.382,2.2843,4.8699,2.2875,0.017601,0.83802,0.08309,54.599,44.651,63.304,53.967,21.427,60.369,23.177,38.005,39.21,47.563,49.578,41.606,17.611
14,35,197,0.27271,3702.4,4535.6,9.4379,26.783,42.082,2701.3,74.439,120.8,0.34661,80.184,50.702,2629.2,23.823,49.006,3099.6,23.838,65.522,220.2,340.13,94.698,77.143,31.58,8.8167,26.034,6.6484,19.114,1.6712,32.724,13.842,23.573,1.2415,18.574,2.3379,4.9564,2.3607,0.020101,0.85506,0.10505,54.551,43.656,63.111,52.943,27.212,60.237,21.902,41.215,40.165,44.235,45.375,51.742,15.962
20,63,203,0.26379,3648.4,4532.3,9.3787,27.135,42.684,2685.0,74.637,120.39,0.35173,79.948,51.311,2610.5,24.853,49.18,3087.6,23.5,66.057,247.63,337.56,94.964,77.272,31.791,8.855,26.628,6.7925,18.764,1.6483,32.565,13.797,23.861,1.3319,18.551,2.2918,4.8972,2.3433,0.027832,0.84134,0.10607,53.746,44.746,63.202,53.379,25.447,59.228,20.775,42.202,41.957,44.636,51.354,40.678,17.2
13,24,391,0.19191,3626.6,4634.7,9.382,26.487,42.182,2645.1,74.669,120.38,0.37358,81.709,50.773,2574.7,26.422,51.426,3038.6,23.649,71.325,318.91,345.1,94.743,78.202,32.668,8.6596,26.353,6.8144,17.711,1.7548,34.386,13.524,23.209,1.5412,17.496,2.3498,5.1815,2.5655,0.023493,0.60294,0.088739,53.187,44.848,62.338,55.439,18.976,62.765,21.758,44.896,40.376,49.835,77.433,40.343,15.465
19,19,38,0.2273,3705.9,4435.7,9.4511,25.614,42.471,2709.8,74.671,120.36,0.35523,80.199,51.201,2639.8,23.762,51.063,3107.0,23.23,65.655,228.14,342.85,94.307,77.758,32.435,8.8061,25.928,7.0102,18.331,1.6282,33.201,13.716,23.828,1.3512,18.919,2.252,4.8216,2.1776,0.0068513,0.83176,0.086285,53.5,43.875,63.163,53.875,22.479,61.391,23.099,42.172,41.635,48.995,48.347,40.266,17.392
12,46,34,0.2805,3708.9,4460.2,9.4845,27.108,42.601,2720.4,74.955,120.42,0.32645,80.621,51.078,2649.8,25.161,49.856,3117.5,22.451,65.676,232.31,341.51,94.246,78.269,32.08,8.8375,26.005,6.8767,18.856,1.6446,33.235,13.833,24.353,1.3062,18.228,2.2549,4.7935,2.175,0.013513,0.84081,0.09652,53.047,43.506,63.108,53.773,27.827,59.382,22.591,39.239,41.272,46.2,47.77,41.639,19.13
9,12,6,0.2568,3670.3,4516.1,9.3034,27.246,42.171,2703.7,74.474,120.36,0.35143,79.914,48.57,2633.3,25.331,50.467,3101.3,22.686,65.646,230.59,341.8,94.697,77.111,32.209,8.872,26.263,6.8962,18.313,1.6823,32.773,13.905,24.076,1.2305,18.517,2.2413,4.8511,2.2678,0.0091301,0.84219,0.10393,54.377,44.145,61.651,53.964,25.902,62.349,22.635,40.93,33.891,47.614,47.428,39.597,18.782
13,42,368,0.35414,3712.2,4306.5,9.0719,26.776,42.465,2756.9,75.213,120.44,0.27919,79.56,49.739,2683.8,24.815,51.516,3163.1,22.534,64.454,237.84,334.55,94.867,76.428,31.412,8.782,26.267,6.9318,19.597,1.6259,32.189,13.245,24.526,1.0073,20.686,2.1909,4.6895,2.0996,0.02358,1.0356,0.098117,55.133,41.335,64.929,51.335,35.145,59.098,21.233,33.667,37.332,50.043,48.246,40.778,19.597
2,13,77,0.19741,3736.4,4670.9,9.5895,26.533,42.832,2760.8,75.476,120.4,0.61507,79.601,50.487,2690.1,23.996,51.333,3153.9,23.801,64.991,223.1,348.09,94.46,77.842,32.317,9.7548,26.312,6.8803,18.02,1.5375,33.025,14.967,24.357,1.0684,16.766,2.0782,4.7103,2.2333,-0.0026966,0.78215,0.086985,53.68,43.71,63.968,55.649,19.592,64.589,24.037,71.315,39.534,49.62,44.947,41.513,15.829
3,27,84,0.31614,3650.1,4480.3,9.411,27.255,42.191,2711.9,75.552,120.38,0.33336,79.788,49.003,2640.2,23.723,50.068,3106.0,23.449,66.03,243.54,343.25,94.513,77.092,32.262,8.8541,26.507,6.8785,18.929,1.6843,33.364,13.864,24.256,1.2185,18.802,2.2168,4.7477,2.3418,0.011484,0.83904,0.09672,54.15,44.178,63.011,54.241,30.908,60.454,23.082,39.125,35.165,46.691,50.311,40.805,16.984
3,44,321,0.25824,3702.0,4554.3,9.3762,26.579,42.261,2698.0,76.243,120.39,0.33225,80.169,49.83,2626.3,25.103,49.493,3098.5,22.894,66.39,242.66,340.12,94.449,77.229,31.926,8.8086,26.387,6.935,18.767,1.6303,32.979,13.737,23.576,1.3192,18.416,2.295,4.7978,2.2938,0.026496,0.83195,0.098436,54.53,43.921,63.641,53.225,25.476,60.74,21.491,39.62,37.6,45.362,51.218,41.248,18.254
8,13,208,0.38493,3690.3,4423.3,9.19,27.206,42.46,2658.1,72.847,120.42,0.30421,80.581,50.077,2588.4,24.745,51.0,3046.6,22.153,70.965,351.87,349.81,94.06,77.128,32.9,8.8575,24.745,6.9151,18.865,1.6946,34.141,13.528,22.121,1.3731,18.543,2.307,5.0035,2.4307,0.013501,0.79623,0.082382,52.986,43.679,63.263,52.674,37.944,60.749,23.294,35.939,38.326,48.847,85.707,42.444,20.12
14,1,137,0.23497,3716.0,4534.3,9.3352,26.992,42.157,2705.6,75.513,120.56,0.33879,79.946,49.855,2633.8,24.552,49.653,3101.7,23.188,65.645,231.25,340.82,96.187,77.174,32.016,8.8996,26.756,7.041,18.486,1.6859,32.588,13.934,24.102,1.1213,18.393,2.2713,4.7789,2.3698,-0.0018373,0.85309,0.089006,53.787,43.516,64.594,53.925,22.744,61.269,22.457,40.311,37.673,45.732,47.037,45.545,17.576
